SaleID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal
SALE00079,ORD00036,PROD0006,5,1338.44,0.0,6692.2
SALE00080,ORD00037,PROD0021,1,1362.12,0.05,1294.01
SALE00081,ORD00037,PROD0019,2,538.55,0.0,1077.1
SALE00082,ORD00038,PROD0008,3,339.36,0.0,1018.08
SALE00083,ORD00039,PROD0021,1,1362.12,0.15,1157.8
SALE00084,ORD00039,PROD0029,6,223.02,0.15,1137.4
SALE00085,ORD00040,PROD0015,2,1428.18,0.0,2856.36
SALE00086,ORD00040,PROD0001,6,1466.86,0.0,8801.16
SALE00087,ORD00040,PROD0009,3,1602.75,0.0,4808.25
SALE00088,ORD00041,PROD0024,1,683.28,0.0,683.28
SALE00089,ORD00042,PROD0015,4,1428.18,0.05,5427.08
SALE00090,ORD00042,PROD0024,4,683.28,0.0,2733.12
SALE00091,ORD00042,PROD0014,5,158.83,0.05,754.44
SALE00092,ORD00042,PROD0006,1,1338.44,0.05,1271.52
SALE00093,ORD00043,PROD0006,1,1338.44,0.0,1338.44
SALE00094,ORD00043,PROD0015,3,1428.18,0.0,4284.54
SALE00095,ORD00044,PROD0009,1,1602.75,0.0,1602.75
SALE00096,ORD00044,PROD0031,2,540.82,0.05,1027.56
SALE00097,ORD00044,PROD0004,2,236.83,0.15,402.61
SALE00098,ORD00045,PROD0018,1,678.68,0.0,678.68
SALE00099,ORD00046,PROD0023,6,1000.54,0.0,6003.24
SALE00100,ORD00046,PROD0001,5,1466.86,0.05,6967.58
SALE00101,ORD00046,PROD0014,2,158.83,0.0,317.66
SALE00102,ORD00046,PROD0031,1,540.82,0.0,540.82
SALE00103,ORD00047,PROD0007,6,821.1,0.1,4433.94
SALE00104,ORD00047,PROD0014,6,158.83,0.15,810.03
SALE00105,ORD00048,PROD0022,1,1602.87,0.0,1602.87
SALE00106,ORD00048,PROD0010,4,521.27,0.1,1876.57
SALE00107,ORD00048,PROD0008,5,339.36,0.05,1611.96
SALE00108,ORD00049,PROD0002,1,746.98,0.05,709.63
SALE00109,ORD00049,PROD0012,1,965.33,0.0,965.33
SALE00110,ORD00050,PROD0007,6,821.1,0.0,4926.6
SALE00111,ORD00050,PROD0004,1,236.83,0.05,224.99
SALE00112,ORD00050,PROD0001,1,1466.86,0.0,1466.86
SALE00113,ORD00050,PROD0006,4,1338.44,0.05,5086.07
SALE00114,ORD00051,PROD0029,6,223.02,0.1,1204.31
SALE00115,ORD00051,PROD0022,4,1602.87,0.0,6411.48
SALE00116,ORD00051,PROD0009,3,1602.75,0.05,4567.84
SALE00117,ORD00051,PROD0003,3,1220.01,0.0,3660.03
SALE00118,ORD00052,PROD0002,3,746.98,0.1,2016.85
SALE00119,ORD00052,PROD0009,1,1602.75,0.0,1602.75
SALE00120,ORD00052,PROD0015,6,1428.18,0.15,7283.72
SALE00121,ORD00052,PROD0008,1,339.36,0.0,339.36
SALE00122,ORD00053,PROD0026,5,895.09,0.0,4475.45
SALE00123,ORD00053,PROD0018,5,678.68,0.0,3393.4
SALE00124,ORD00053,PROD0014,4,158.83,0.1,571.79
SALE00125,ORD00054,PROD0031,4,540.82,0.1,1946.95
SALE00126,ORD00054,PROD0018,2,678.68,0.05,1289.49
SALE00127,ORD00054,PROD0022,3,1602.87,0.0,4808.61
SALE00128,ORD00054,PROD0028,4,1307.92,0.15,4446.93
SALE00129,ORD00055,PROD0017,5,562.14,0.1,2529.63
SALE00130,ORD00056,PROD0004,4,236.83,0.0,947.32
SALE00131,ORD00056,PROD0031,2,540.82,0.0,1081.64
SALE00132,ORD00057,PROD0005,4,686.66,0.0,2746.64
SALE00133,ORD00057,PROD0002,6,746.98,0.05,4257.79
SALE00134,ORD00058,PROD0027,2,1058.72,0.1,1905.7
SALE00135,ORD00058,PROD0021,3,1362.12,0.0,4086.36
SALE00136,ORD00059,PROD0003,4,1220.01,0.1,4392.04
SALE00137,ORD00060,PROD0018,5,678.68,0.05,3223.73
SALE00138,ORD00060,PROD0011,1,169.74,0.15,144.28
SALE00139,ORD00060,PROD0028,5,1307.92,0.1,5885.64
SALE00140,ORD00060,PROD0009,5,1602.75,0.05,7613.06
SALE00141,ORD00061,PROD0014,2,158.83,0.0,317.66
SALE00142,ORD00062,PROD0030,1,984.64,0.1,886.18
SALE00143,ORD00063,PROD0026,3,895.09,0.1,2416.74
SALE00144,ORD00064,PROD0029,4,223.02,0.15,758.27
SALE00145,ORD00064,PROD0014,4,158.83,0.1,571.79
SALE00146,ORD00064,PROD0009,5,1602.75,0.05,7613.06
SALE00147,ORD00065,PROD0006,3,1338.44,0.05,3814.55
SALE00148,ORD00066,PROD0020,6,1082.31,0.05,6169.17
SALE00149,ORD00066,PROD0022,1,1602.87,0.05,1522.73
SALE00150,ORD00067,PROD0023,6,1000.54,0.05,5703.08
SALE00151,ORD00067,PROD0008,3,339.36,0.0,1018.08
SALE00152,ORD00067,PROD0002,1,746.98,0.0,746.98
SALE00153,ORD00068,PROD0010,4,521.27,0.15,1772.32
SALE00154,ORD00068,PROD0009,6,1602.75,0.0,9616.5
SALE00155,ORD00068,PROD0027,2,1058.72,0.0,2117.44
SALE00156,ORD00069,PROD0024,3,683.28,0.0,2049.84
SALE00157,ORD00069,PROD0015,6,1428.18,0.05,8140.63
SALE00158,ORD00069,PROD0025,5,587.47,0.15,2496.75
SALE00159,ORD00070,PROD0007,4,821.1,0.0,3284.4
SALE00160,ORD00071,PROD0024,3,683.28,0.0,2049.84
SALE00161,ORD00071,PROD0016,5,935.43,0.0,4677.15
SALE00162,ORD00071,PROD0025,1,587.47,0.0,587.47
SALE00163,ORD00071,PROD0017,6,562.14,0.1,3035.56
SALE00164,ORD00072,PROD0005,5,686.66,0.0,3433.3
SALE00165,ORD00072,PROD0025,2,587.47,0.0,1174.94
SALE00166,ORD00072,PROD0028,2,1307.92,0.0,2615.84
SALE00167,ORD00072,PROD0017,2,562.14,0.0,1124.28
SALE00168,ORD00073,PROD0002,2,746.98,0.0,1493.96
SALE00169,ORD00073,PROD0030,3,984.64,0.05,2806.22
SALE00170,ORD00073,PROD0012,5,965.33,0.05,4585.32
SALE00171,ORD00073,PROD0023,6,1000.54,0.0,6003.24
SALE00172,ORD00074,PROD0008,3,339.36,0.05,967.18
SALE00173,ORD00075,PROD0006,5,1338.44,0.1,6022.98
SALE00174,ORD00075,PROD0031,3,540.82,0.0,1622.46
SALE00175,ORD00075,PROD0028,2,1307.92,0.0,2615.84
SALE00176,ORD00075,PROD0016,6,935.43,0.15,4770.69
SALE00177,ORD00076,PROD0010,1,521.27,0.05,495.21
SALE00178,ORD00077,PROD0006,5,1338.44,0.0,6692.2
SALE00179,ORD00078,PROD0021,6,1362.12,0.0,8172.72
SALE00180,ORD00078,PROD0008,3,339.36,0.15,865.37
SALE00181,ORD00079,PROD0017,6,562.14,0.0,3372.84
SALE00182,ORD00079,PROD0001,4,1466.86,0.0,5867.44
SALE00183,ORD00079,PROD0028,6,1307.92,0.0,7847.52
SALE00184,ORD00079,PROD0025,5,587.47,0.0,2937.35
SALE00185,ORD00080,PROD0009,3,1602.75,0.15,4087.01
SALE00186,ORD00080,PROD0020,6,1082.31,0.15,5519.78
SALE00187,ORD00081,PROD0014,3,158.83,0.05,452.67
SALE00188,ORD00081,PROD0029,3,223.02,0.0,669.06
SALE00189,ORD00081,PROD0013,4,1307.82,0.0,5231.28
SALE00190,ORD00082,PROD0019,6,538.55,0.0,3231.3
SALE00191,ORD00082,PROD0004,5,236.83,0.15,1006.53
SALE00192,ORD00082,PROD0001,5,1466.86,0.1,6600.87
SALE00193,ORD00082,PROD0017,3,562.14,0.0,1686.42
SALE00194,ORD00083,PROD0016,1,935.43,0.0,935.43
SALE00195,ORD00084,PROD0021,3,1362.12,0.0,4086.36
SALE00196,ORD00084,PROD0011,6,169.74,0.15,865.67
SALE00197,ORD00084,PROD0028,6,1307.92,0.0,7847.52
SALE00198,ORD00085,PROD0005,2,686.66,0.0,1373.32
SALE00199,ORD00085,PROD0017,5,562.14,0.05,2670.16
SALE00200,ORD00086,PROD0022,1,1602.87,0.15,1362.44
SALE00201,ORD00086,PROD0005,4,686.66,0.0,2746.64
SALE00202,ORD00086,PROD0024,3,683.28,0.05,1947.35
SALE00203,ORD00087,PROD0013,6,1307.82,0.1,7062.23
SALE00204,ORD00087,PROD0024,2,683.28,0.0,1366.56
SALE00205,ORD00087,PROD0002,6,746.98,0.15,3809.6
SALE00206,ORD00087,PROD0019,2,538.55,0.15,915.53
SALE00207,ORD00088,PROD0030,5,984.64,0.0,4923.2
SALE00208,ORD00088,PROD0031,2,540.82,0.15,919.39
SALE00209,ORD00088,PROD0022,5,1602.87,0.0,8014.35
SALE00210,ORD00088,PROD0012,3,965.33,0.0,2895.99
SALE00211,ORD00089,PROD0005,5,686.66,0.0,3433.3
SALE00212,ORD00089,PROD0024,6,683.28,0.0,4099.68
SALE00213,ORD00089,PROD0009,6,1602.75,0.0,9616.5
SALE00214,ORD00089,PROD0026,2,895.09,0.0,1790.18
SALE00215,ORD00090,PROD0024,3,683.28,0.05,1947.35
SALE00216,ORD00090,PROD0028,3,1307.92,0.0,3923.76
SALE00217,ORD00091,PROD0019,1,538.55,0.05,511.62
SALE00218,ORD00091,PROD0010,1,521.27,0.15,443.08
SALE00219,ORD00091,PROD0015,5,1428.18,0.1,6426.81
SALE00220,ORD00092,PROD0016,2,935.43,0.1,1683.77
SALE00221,ORD00093,PROD0028,6,1307.92,0.05,7455.14
SALE00222,ORD00094,PROD0014,2,158.83,0.0,317.66
SALE00223,ORD00094,PROD0002,2,746.98,0.0,1493.96
SALE00224,ORD00094,PROD0028,4,1307.92,0.1,4708.51
SALE00225,ORD00095,PROD0005,2,686.66,0.0,1373.32
SALE00226,ORD00095,PROD0011,4,169.74,0.0,678.96
SALE00227,ORD00095,PROD0028,6,1307.92,0.0,7847.52
SALE00228,ORD00095,PROD0023,3,1000.54,0.15,2551.38
SALE00229,ORD00096,PROD0001,4,1466.86,0.0,5867.44
SALE00230,ORD00097,PROD0025,5,587.47,0.0,2937.35
SALE00231,ORD00097,PROD0006,4,1338.44,0.0,5353.76
SALE00232,ORD00098,PROD0020,6,1082.31,0.05,6169.17
SALE00233,ORD00098,PROD0014,4,158.83,0.05,603.55
SALE00234,ORD00099,PROD0013,2,1307.82,0.15,2223.29
SALE00235,ORD00099,PROD0001,3,1466.86,0.0,4400.58
SALE00236,ORD00099,PROD0002,3,746.98,0.1,2016.85
SALE00237,ORD00099,PROD0018,2,678.68,0.0,1357.36
SALE00238,ORD00100,PROD0021,6,1362.12,0.0,8172.72
SALE00239,ORD00101,PROD0023,3,1000.54,0.0,3001.62
SALE00240,ORD00101,PROD0029,2,223.02,0.0,446.04
SALE00241,ORD00102,PROD0017,1,562.14,0.0,562.14
SALE00242,ORD00102,PROD0019,3,538.55,0.0,1615.65
SALE00243,ORD00102,PROD0010,4,521.27,0.15,1772.32
SALE00244,ORD00102,PROD0006,5,1338.44,0.1,6022.98
SALE00245,ORD00103,PROD0014,2,158.83,0.0,317.66
SALE00246,ORD00103,PROD0029,4,223.02,0.0,892.08
SALE00247,ORD00103,PROD0022,2,1602.87,0.0,3205.74
SALE00248,ORD00104,PROD0001,2,1466.86,0.15,2493.66
SALE00249,ORD00104,PROD0008,1,339.36,0.1,305.42
SALE00250,ORD00104,PROD0024,5,683.28,0.0,3416.4
SALE00251,ORD00104,PROD0005,1,686.66,0.0,686.66
SALE00252,ORD00105,PROD0013,6,1307.82,0.0,7846.92
SALE00253,ORD00106,PROD0020,1,1082.31,0.15,919.96
SALE00254,ORD00107,PROD0021,1,1362.12,0.0,1362.12
SALE00255,ORD00108,PROD0014,4,158.83,0.05,603.55
SALE00256,ORD00109,PROD0018,3,678.68,0.05,1934.24
SALE00257,ORD00110,PROD0007,6,821.1,0.15,4187.61
SALE00258,ORD00110,PROD0023,1,1000.54,0.0,1000.54
SALE00259,ORD00111,PROD0022,5,1602.87,0.1,7212.92
SALE00260,ORD00111,PROD0004,6,236.83,0.0,1420.98
SALE00261,ORD00111,PROD0017,4,562.14,0.0,2248.56
SALE00262,ORD00111,PROD0009,5,1602.75,0.15,6811.69
SALE00263,ORD00112,PROD0010,1,521.27,0.0,521.27
SALE00264,ORD00113,PROD0007,5,821.1,0.0,4105.5
SALE00265,ORD00113,PROD0020,3,1082.31,0.15,2759.89
SALE00266,ORD00113,PROD0025,4,587.47,0.0,2349.88
SALE00267,ORD00113,PROD0009,2,1602.75,0.0,3205.5
SALE00268,ORD00114,PROD0030,3,984.64,0.0,2953.92
SALE00269,ORD00114,PROD0007,1,821.1,0.0,821.1
SALE00270,ORD00114,PROD0023,6,1000.54,0.0,6003.24
SALE00271,ORD00114,PROD0016,1,935.43,0.1,841.89
SALE00272,ORD00115,PROD0005,5,686.66,0.0,3433.3
SALE00273,ORD00115,PROD0031,6,540.82,0.15,2758.18
SALE00274,ORD00115,PROD0003,1,1220.01,0.0,1220.01
SALE00275,ORD00115,PROD0025,6,587.47,0.0,3524.82
SALE00276,ORD00116,PROD0010,1,521.27,0.0,521.27
SALE00277,ORD00116,PROD0009,1,1602.75,0.0,1602.75
SALE00278,ORD00116,PROD0015,3,1428.18,0.15,3641.86
SALE00279,ORD00116,PROD0002,3,746.98,0.05,2128.89
SALE00280,ORD00117,PROD0004,1,236.83,0.0,236.83
SALE00281,ORD00118,PROD0022,2,1602.87,0.0,3205.74
SALE00282,ORD00118,PROD0021,3,1362.12,0.05,3882.04
SALE00283,ORD00119,PROD0029,3,223.02,0.0,669.06
SALE00284,ORD00119,PROD0024,2,683.28,0.0,1366.56
SALE00285,ORD00119,PROD0003,4,1220.01,0.05,4636.04
SALE00286,ORD00120,PROD0009,4,1602.75,0.05,6090.45
SALE00287,ORD00120,PROD0027,6,1058.72,0.0,6352.32
SALE00288,ORD00120,PROD0013,1,1307.82,0.0,1307.82
SALE00289,ORD00120,PROD0023,6,1000.54,0.15,5102.75
SALE00290,ORD00121,PROD0031,2,540.82,0.0,1081.64
SALE00291,ORD00122,PROD0030,5,984.64,0.15,4184.72
SALE00292,ORD00122,PROD0019,4,538.55,0.0,2154.2
SALE00293,ORD00122,PROD0016,5,935.43,0.05,4443.29
SALE00294,ORD00122,PROD0026,3,895.09,0.1,2416.74
SALE00295,ORD00123,PROD0028,6,1307.92,0.15,6670.39
SALE00296,ORD00124,PROD0016,4,935.43,0.0,3741.72
SALE00297,ORD00124,PROD0030,4,984.64,0.05,3741.63
SALE00298,ORD00125,PROD0003,3,1220.01,0.15,3111.03
SALE00299,ORD00126,PROD0001,6,1466.86,0.1,7921.04
SALE00300,ORD00126,PROD0023,6,1000.54,0.1,5402.92
SALE00301,ORD00126,PROD0028,6,1307.92,0.1,7062.77
SALE00302,ORD00127,PROD0031,3,540.82,0.1,1460.21
SALE00303,ORD00127,PROD0022,5,1602.87,0.15,6812.2
SALE00304,ORD00128,PROD0014,6,158.83,0.15,810.03
SALE00305,ORD00129,PROD0016,6,935.43,0.15,4770.69
SALE00306,ORD00129,PROD0012,6,965.33,0.05,5502.38
SALE00307,ORD00130,PROD0027,5,1058.72,0.0,5293.6
SALE00308,ORD00130,PROD0018,1,678.68,0.15,576.88
SALE00309,ORD00131,PROD0017,4,562.14,0.05,2136.13
SALE00310,ORD00131,PROD0028,2,1307.92,0.0,2615.84
SALE00311,ORD00132,PROD0011,5,169.74,0.0,848.7
SALE00312,ORD00132,PROD0008,5,339.36,0.15,1442.28
SALE00313,ORD00132,PROD0009,4,1602.75,0.05,6090.45
SALE00314,ORD00132,PROD0002,2,746.98,0.0,1493.96
SALE00315,ORD00133,PROD0015,4,1428.18,0.05,5427.08
SALE00316,ORD00133,PROD0026,3,895.09,0.0,2685.27
SALE00317,ORD00133,PROD0019,4,538.55,0.15,1831.07
SALE00318,ORD00133,PROD0003,6,1220.01,0.0,7320.06
SALE00319,ORD00134,PROD0013,4,1307.82,0.0,5231.28
SALE00320,ORD00135,PROD0027,1,1058.72,0.1,952.85
SALE00321,ORD00136,PROD0029,2,223.02,0.15,379.13
SALE00322,ORD00136,PROD0017,6,562.14,0.05,3204.2
SALE00323,ORD00136,PROD0018,3,678.68,0.0,2036.04
SALE00324,ORD00137,PROD0027,2,1058.72,0.05,2011.57
SALE00325,ORD00138,PROD0018,5,678.68,0.05,3223.73
SALE00326,ORD00138,PROD0025,6,587.47,0.15,2996.1
SALE00327,ORD00138,PROD0020,3,1082.31,0.15,2759.89
SALE00328,ORD00139,PROD0004,1,236.83,0.0,236.83
SALE00329,ORD00139,PROD0025,3,587.47,0.15,1498.05
SALE00330,ORD00139,PROD0022,3,1602.87,0.1,4327.75
SALE00331,ORD00139,PROD0008,5,339.36,0.0,1696.8
SALE00332,ORD00140,PROD0002,2,746.98,0.05,1419.26
SALE00333,ORD00141,PROD0027,6,1058.72,0.15,5399.47
SALE00334,ORD00141,PROD0023,4,1000.54,0.0,4002.16
SALE00335,ORD00142,PROD0020,4,1082.31,0.0,4329.24
SALE00336,ORD00142,PROD0007,4,821.1,0.0,3284.4
SALE00337,ORD00142,PROD0004,6,236.83,0.0,1420.98
SALE00338,ORD00143,PROD0025,4,587.47,0.0,2349.88
SALE00339,ORD00144,PROD0025,4,587.47,0.05,2232.39
SALE00340,ORD00145,PROD0031,1,540.82,0.1,486.74
SALE00341,ORD00145,PROD0016,6,935.43,0.0,5612.58
SALE00342,ORD00146,PROD0027,5,1058.72,0.0,5293.6
SALE00343,ORD00146,PROD0019,6,538.55,0.1,2908.17
SALE00344,ORD00146,PROD0016,2,935.43,0.15,1590.23
SALE00345,ORD00146,PROD0030,2,984.64,0.0,1969.28
SALE00346,ORD00147,PROD0022,5,1602.87,0.05,7613.63
SALE00347,ORD00147,PROD0020,4,1082.31,0.1,3896.32
SALE00348,ORD00147,PROD0029,6,223.02,0.0,1338.12
SALE00349,ORD00147,PROD0011,3,169.74,0.05,483.76
SALE00350,ORD00148,PROD0010,2,521.27,0.0,1042.54
SALE00351,ORD00148,PROD0015,4,1428.18,0.1,5141.45
SALE00352,ORD00148,PROD0026,6,895.09,0.15,4564.96
SALE00353,ORD00149,PROD0027,3,1058.72,0.15,2699.74
SALE00354,ORD00149,PROD0023,6,1000.54,0.1,5402.92
SALE00355,ORD00149,PROD0018,6,678.68,0.0,4072.08
SALE00356,ORD00150,PROD0007,6,821.1,0.0,4926.6
SALE00357,ORD00150,PROD0020,6,1082.31,0.0,6493.86
SALE00358,ORD00151,PROD0023,2,1000.54,0.1,1800.97
SALE00359,ORD00151,PROD0021,5,1362.12,0.15,5789.01
SALE00360,ORD00152,PROD0023,3,1000.54,0.1,2701.46
SALE00361,ORD00152,PROD0004,4,236.83,0.1,852.59
SALE00362,ORD00152,PROD0025,5,587.47,0.15,2496.75
SALE00363,ORD00153,PROD0022,5,1602.87,0.0,8014.35
SALE00364,ORD00153,PROD0024,4,683.28,0.0,2733.12
SALE00365,ORD00153,PROD0029,5,223.02,0.0,1115.1
SALE00366,ORD00153,PROD0027,1,1058.72,0.05,1005.78
SALE00367,ORD00154,PROD0002,1,746.98,0.0,746.98
SALE00368,ORD00154,PROD0022,3,1602.87,0.0,4808.61
SALE00369,ORD00155,PROD0022,1,1602.87,0.15,1362.44
SALE00370,ORD00155,PROD0009,3,1602.75,0.0,4808.25
SALE00371,ORD00155,PROD0005,5,686.66,0.0,3433.3
SALE00372,ORD00156,PROD0027,5,1058.72,0.15,4499.56
SALE00373,ORD00156,PROD0015,6,1428.18,0.1,7712.17
SALE00374,ORD00156,PROD0004,2,236.83,0.15,402.61
SALE00375,ORD00157,PROD0008,3,339.36,0.15,865.37
SALE00376,ORD00157,PROD0017,6,562.14,0.0,3372.84
SALE00377,ORD00157,PROD0026,4,895.09,0.05,3401.34
SALE00378,ORD00157,PROD0023,4,1000.54,0.15,3401.84
SALE00379,ORD00158,PROD0031,1,540.82,0.15,459.7
SALE00380,ORD00158,PROD0018,3,678.68,0.0,2036.04
SALE00381,ORD00158,PROD0002,5,746.98,0.05,3548.16
SALE00382,ORD00159,PROD0030,6,984.64,0.15,5021.66
SALE00383,ORD00159,PROD0021,6,1362.12,0.0,8172.72
SALE00384,ORD00160,PROD0025,2,587.47,0.0,1174.94
SALE00385,ORD00160,PROD0024,4,683.28,0.0,2733.12
SALE00386,ORD00161,PROD0006,2,1338.44,0.15,2275.35
SALE00387,ORD00162,PROD0013,1,1307.82,0.05,1242.43
SALE00388,ORD00163,PROD0018,2,678.68,0.1,1221.62
SALE00389,ORD00163,PROD0009,3,1602.75,0.0,4808.25
SALE00390,ORD00163,PROD0005,3,686.66,0.05,1956.98
SALE00391,ORD00164,PROD0002,3,746.98,0.1,2016.85
SALE00392,ORD00164,PROD0005,1,686.66,0.15,583.66
SALE00393,ORD00165,PROD0016,5,935.43,0.0,4677.15
SALE00394,ORD00165,PROD0026,1,895.09,0.15,760.83
SALE00395,ORD00165,PROD0019,3,538.55,0.1,1454.08
SALE00396,ORD00166,PROD0031,5,540.82,0.0,2704.1
SALE00397,ORD00166,PROD0006,5,1338.44,0.0,6692.2
SALE00398,ORD00167,PROD0018,2,678.68,0.0,1357.36
SALE00399,ORD00167,PROD0013,6,1307.82,0.0,7846.92
SALE00400,ORD00167,PROD0003,3,1220.01,0.0,3660.03
SALE00401,ORD00167,PROD0012,3,965.33,0.0,2895.99
SALE00402,ORD00168,PROD0018,1,678.68,0.0,678.68
SALE00403,ORD00168,PROD0027,6,1058.72,0.0,6352.32
SALE00404,ORD00168,PROD0025,4,587.47,0.0,2349.88
SALE00405,ORD00168,PROD0021,6,1362.12,0.1,7355.45
SALE00406,ORD00169,PROD0031,6,540.82,0.0,3244.92
SALE00407,ORD00169,PROD0002,4,746.98,0.0,2987.92
SALE00408,ORD00170,PROD0009,1,1602.75,0.1,1442.48
SALE00409,ORD00170,PROD0018,3,678.68,0.1,1832.44
SALE00410,ORD00170,PROD0024,5,683.28,0.05,3245.58
SALE00411,ORD00170,PROD0010,4,521.27,0.0,2085.08
SALE00412,ORD00171,PROD0029,3,223.02,0.1,602.15
SALE00413,ORD00171,PROD0021,1,1362.12,0.0,1362.12
SALE00414,ORD00171,PROD0007,2,821.1,0.1,1477.98
SALE00415,ORD00172,PROD0021,1,1362.12,0.0,1362.12
SALE00416,ORD00173,PROD0028,4,1307.92,0.0,5231.68
SALE00417,ORD00173,PROD0022,2,1602.87,0.1,2885.17
SALE00418,ORD00174,PROD0021,6,1362.12,0.15,6946.81
SALE00419,ORD00174,PROD0027,2,1058.72,0.0,2117.44
